"participant_ID","1_1","1_3","1_6","1_9","1_11","2_1","2_3","2_6","2_9","2_11"
1,0.463540416666667,0.72037025,0.569375833333333,0.56025925,0.69374725,0.782082916666667,0.583031666666667,0.4121395,0.878419166666667,0.675698666666667
2,0.478746416666667,0.68693775,0.388319083333333,0.540653583333333,0.589222,0.330769666666667,0.507952583333333,0.4317285,0.443269,0.694697
